gene	baseMean	estimate	stderror	statistic	p.value	p.adjusted	minus_log10_pvalue
CNAG_03678	99.07010714714238	0.2885494720420535	0.17653683794514033	1.6345000590285956	0.10215389385970668	0.5232781093629872	0.9907450744593013
CNAG_03679	142.57658360530007	0.4361844068589942	0.4816517957889994	0.905601122371973	0.36514701452043813	0.8949733516835476	0.4375322458443852
CNAG_03680	80.187563222234715	-0.21188180710161267	0.20621202992605298	-1.0274948904658612	0.30418749017796604	0.8431405402601537	0.5168586504355298
CNAG_03681	333.8230269970351	0.08427892826598773	0.28429518893752703	0.2964486616215928	0.7668874678277311	0.9971300521385945	0.11526835924136476
CNAG_03682	2989.002170562845	0.11219012144141578	0.31812966060349324	0.3526553331386664	0.7243468494556817	0.9971300521385945	0.14005342450233232
CNAG_03683	163.02913315963474	-0.4219669709624846	0.3737158107931914	-1.1291119047569402	0.2588506299388202	0.7966533692531265	0.5869507737819102
CNAG_03684	349.68599724651756	0.004472894144137994	0.2806829089993135	0.015935755262351702	0.9872856450451761	0.9980044266015261	0.005557177503324869
CNAG_03685	101.21809672924493	-0.12129306100741603	0.6000021697864162	-0.20215437062601446	0.8397960435760576	0.9971300521385945	0.07582617572943628
CNAG_03686	112.5366862263056	-0.33350784413603146	0.1707833385916525	-1.9528125336245918	0.05084181283453012	0.3527166650465554	1.2937789724768676
CNAG_03687	241.55274475989395	0.2242147663909449	0.3776350784351465	0.5937339489754276	0.5526900727892226	0.9882344321629601	0.25751833598196716
CNAG_03688	502.15362819510335	0.23056788034727743	0.3836158675023275	0.6010384342245136	0.5478143875142922	0.9881655853564968	0.26136656584618284
CNAG_03689	572.98233934366	0.18068197699599178	0.11391245195883262	1.5861477291463213	0.11270580190111876	0.5518838291068511	0.9480537266443679
CNAG_03692	37.832118095061276	-0.3327028204396211	0.32448224446034973	-1.0253344400798976	0.30520541069468643	0.8440684610926447	0.5154077714576012
CNAG_03693	538.0281023198047	0.601280064766275	0.13113457875586534	4.585213682545811	4.535223715475936e-6	3.201584491643794e-4	5.343401285009544
CNAG_03694	769.1668501978411	-0.05513117152804189	0.2579173763253328	-0.2137551657570381	0.8307379893544695	0.9971300521385945	0.08053592894757804
CNAG_03695	156.7875540730181	-0.16839466967586988	0.17908837438985098	-0.9402881133383769	0.34706979508794866	0.8823729899187648	0.4595831806167618
CNAG_03696	27.178259836305674	0.38442507832513156	0.24021551489190235	1.600334093732971	0.10952448729484955	0.5433104931675417	0.9604887711608698
CNAG_03697	185.24633316107565	-0.032588540008160326	0.15283817989393675	-0.21322250782347316	0.8311534132096563	0.9971300521385945	0.0803188073096202
CNAG_03698	320.0586806549713	-0.11605918597031095	0.13266978691732298	-0.8747974099230038	0.38168414676112883	0.9063326778557008	0.41829587808376384
CNAG_03699	975.4151399500938	0.039618157212884454	0.20408348417600752	0.194127209131321	0.8460762770648513	0.9971300521385945	0.07259048186042673
CNAG_03700	200.4628304420523	0.10389656427458638	0.0868508094723186	1.196264777563192	0.23159324925490485	0.7583821115140049	0.6352741040727233
CNAG_03701	981.3269389452335	0.19907785927600827	0.3365053378548872	0.5916038674009313	0.554115883517716	0.9882344321629601	0.2563994007781393
CNAG_03702	83.83287663624748	0.037045993950714604	0.3823865513489751	0.09688100645805806	0.922820892494695	0.9971300521385945	0.034882581692722056
CNAG_03705	699.066645828237	-0.5954029334619619	0.5357865933149069	-1.111268816523029	0.26645265772026	0.8068586511931198	0.5743799435503468
CNAG_03706	812.838644964055	-0.2651695551450987	0.1297688248995238	-2.0433995248890615	0.04101290447346866	0.31406152951039223	1.3870794735280703
CNAG_03707	205.81643567480185	-0.16306032461203054	0.2564009738064676	-0.6359582890473305	0.5248036089960502	0.9830695431239639	0.2800031870438281
CNAG_03708	279.3266076803846	0.20394857748023212	0.20587805549225757	0.9906280540322181	0.32186723376764037	0.858777261119409	0.49232323244207243
CNAG_03709	76.54632783917558	-0.019377155000140284	0.1465749296611074	-0.13219965409461062	0.8948263747129178	0.9971300521385945	0.048261223699823316
CNAG_03710	1454.0189366561456	0.07159647124651287	0.5617980667210755	0.12744164760905002	0.8985908549265335	0.9971300521385945	0.04643800559070437
CNAG_03711	274.50886634801736	-0.12306682424859852	0.22275792861187912	-0.5524688841178049	0.5806271472079836	0.9934133240667773	0.23610266260182317
CNAG_03712	129.46981932167586	0.006559581841351291	0.1158402348377517	0.05662610966335471	0.9548430354070355	0.9971300521385945	0.02006801528466991
CNAG_03713	280.7559755531461	-0.12144807724865551	0.4296299033853472	-0.28268068933675994	0.7774216204201672	0.9971300521385945	0.10934338562575951
CNAG_03714	78.12938667075586	-0.5083468308035357	0.4088979987438619	-1.2432118336729	0.21378978313497743	0.734846516787005	0.6700130532625242
CNAG_03715	69.39110463224932	-0.5010624388788576	0.19860428473038913	-2.5229185742848594	0.011638534670037283	0.13693463447715742	1.9341016953542371
CNAG_03716	206.22744075265703	-0.22549092407876967	0.2610294633154498	-0.863852383614901	0.3876689871770129	0.912107103242675	0.411538940382042
CNAG_03717	72.09018467242514	-0.026804416465568245	0.2190861446334205	-0.12234647019973789	0.9026246305066971	0.9971300521385945	0.044492819777542436
CNAG_03718	223.65625547177297	0.013362595214833448	0.2590909906122016	0.05157491267164174	0.9588674095162695	0.9971300521385945	0.018241442147910843
CNAG_03719	219.4707573435688	-0.9231625027711905	0.2116945245688607	-4.360823713562327	1.295737304363149e-5	7.702817290937773e-4	4.887483037685838
CNAG_03720	107.54079299287353	-0.032664013208200636	0.11832498734886156	-0.2760533843278278	0.7825070638374514	0.9971300521385945	0.10651173330639643
CNAG_03721	344.1380909252942	0.14886405931057625	0.45788958290704823	0.3251090762219758	0.7450985199456486	0.9971300521385945	0.1277862992786675
CNAG_03722	994.8295477673266	-0.034561029369592704	0.466472007698598	-0.07409025364695336	0.9409385704098037	0.9971300521385945	0.026438728754346462
CNAG_03723	190.14791293410386	0.18003609784966884	0.24331590342313378	0.7399273755508722	0.4593440624728972	0.9535811813364379	0.3378618929861774
